order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_lead_time,is_returned,price_bucket,high_discount,is_cod,return_probability
O100680,C12816,P244550,Beauty,35.77,0.0,5,Debit Card,2023-12-08,2023-12-15,East,No,Not Returned,178.85,9.48,71.0,55,Female,7,0,Low,0,0,0.07537479567295187
O100682,C11348,P210492,Electronics,485.97,0.0,1,Credit Card,2025-02-23,2025-02-28,East,No,Not Returned,485.97,9.88,48.44,64,Female,5,0,Low,0,0,0.08355359037637981
O100693,C10851,P220264,Home,256.11,0.05,1,PayPal,2024-03-26,2024-03-29,North,No,Not Returned,243.3,9.81,58.31,48,Male,3,0,Low,0,0,0.07275559691644266
O100701,C15052,P215533,Electronics,198.53,0.05,2,Debit Card,2025-04-06,2025-04-11,South,No,Not Returned,377.21,9.21,36.06,69,Female,5,0,Low,0,0,0.07458755010765244
O100703,C13498,P244867,Electronics,388.53,0.05,1,COD,2024-03-20,2024-03-27,East,No,Not Returned,369.1,9.12,35.17,35,Female,7,0,Low,0,1,0.0730359208512996
O100718,C17420,P235862,Fashion,141.8,0.05,2,Wallet,2024-05-01,2024-05-07,East,No,Not Returned,269.42,10.17,84.13,51,Female,6,0,Low,0,0,0.07734920971281879
O100721,C12082,P207582,Electronics,1663.8,0.0,1,UPI,2025-04-26,2025-05-02,South,No,Not Returned,1663.8,10.75,188.91,25,Male,6,0,Medium,0,0,0.09409661297001295
O100727,C17113,P220377,Toys,24.68,0.0,3,Credit Card,2025-03-26,2025-03-31,Central,No,Not Returned,74.04,9.62,20.0,32,Male,5,0,Low,0,0,0.07793441992122896
O100780,C10728,P213194,Electronics,1151.28,0.1,2,Credit Card,2023-10-12,2023-10-16,South,No,Not Returned,2072.3,11.97,236.71,68,Female,4,0,Medium,0,0,0.08200532539900697
O100786,C15731,P212651,Electronics,246.68,0.1,1,Debit Card,2024-03-15,2024-03-20,West,No,Not Returned,222.01,9.61,17.03,46,Female,5,0,Low,0,0,0.0797592558560278
O100804,C17266,P201611,Electronics,1549.82,0.2,1,UPI,2024-12-18,2024-12-24,West,No,Not Returned,1239.86,11.19,137.59,65,Male,6,0,Medium,0,0,0.09932923880509197
O100806,C17192,P234558,Electronics,784.29,0.1,1,Credit Card,2025-09-04,2025-09-07,North,No,Not Returned,705.86,9.97,74.73,43,Female,3,0,Medium,0,0,0.07885339781486692
O100807,C17091,P200867,Electronics,868.41,0.15,2,Credit Card,2025-06-29,2025-07-07,East,No,Not Returned,1476.3,10.26,166.9,35,Female,8,0,Medium,0,0,0.08162770886326322
O100811,C13636,P203816,Home,203.74,0.0,1,Wallet,2024-08-31,2024-09-04,South,No,Not Returned,203.74,10.29,46.76,49,Male,4,0,Low,0,0,0.08016078430674232
O100820,C12982,P202482,Home,300.5,0.05,1,Credit Card,2023-10-24,2023-11-02,East,No,Not Returned,285.47,8.24,71.69,60,Female,9,0,Low,0,0,0.0736018068339444
O100847,C12681,P228090,Electronics,230.16,0.0,1,Wallet,2024-11-29,2024-12-05,West,No,Not Returned,230.16,8.23,19.39,42,Female,6,0,Low,0,0,0.07296685968271661
O100859,C10499,P213622,Sports,157.58,0.0,1,PayPal,2024-12-13,2024-12-20,West,No,Not Returned,157.58,8.42,38.85,58,Female,7,0,Low,0,0,0.07320519221671264
O100865,C11155,P233755,Electronics,1081.82,0.0,1,UPI,2024-04-07,2024-04-12,South,No,Not Returned,1081.82,11.06,118.76,54,Male,5,0,Medium,0,0,0.0940293328120801
O100872,C12923,P214268,Toys,73.89,0.0,1,Debit Card,2023-12-30,2024-01-08,South,No,Not Returned,73.89,7.83,21.73,24,Female,9,0,Low,0,0,0.07413042151735312
O100882,C14268,P240542,Electronics,548.79,0.0,2,PayPal,2024-05-12,2024-05-18,East,Yes,Defective,1097.58,9.58,122.13,27,Male,6,1,Medium,0,0,0.07525602147719127
O100894,C11958,P223081,Electronics,438.26,0.0,2,Credit Card,2024-03-23,2024-03-30,East,No,Not Returned,876.52,8.93,96.25,60,Female,7,0,Low,0,0,0.07418153104088934
O100896,C16530,P208769,Electronics,224.68,0.0,2,Credit Card,2025-09-08,2025-09-14,South,No,Not Returned,449.36,10.32,43.6,43,Female,6,0,Low,0,0,0.08605775307734308
O100909,C10133,P248298,Electronics,625.48,0.0,1,Credit Card,2023-10-08,2023-10-12,Central,No,Not Returned,625.48,9.08,65.98,57,Female,4,0,Medium,0,0,0.07494428215907795
O100913,C16815,P225609,Electronics,298.89,0.0,1,Credit Card,2025-07-17,2025-07-21,Central,No,Not Returned,298.89,8.94,26.93,50,Male,4,0,Low,0,0,0.07382194548650735
O100915,C11852,P220371,Home,159.03,0.0,1,Debit Card,2024-05-05,2024-05-11,South,No,Not Returned,159.03,8.74,35.79,61,Female,6,0,Low,0,0,0.07370998593478009
O100920,C13284,P237669,Electronics,583.75,0.0,1,Credit Card,2025-05-04,2025-05-10,South,No,Not Returned,583.75,10.09,59.96,41,Male,6,0,Medium,0,0,0.08788073471918906
O100937,C11396,P224489,Home,496.59,0.0,1,UPI,2024-08-14,2024-08-19,North,No,Not Returned,496.59,9.75,129.3,63,Male,5,0,Low,0,0,0.07268907610335291
O100939,C13330,P211866,Electronics,689.71,0.0,2,Credit Card,2025-02-27,2025-03-03,North,No,Not Returned,1379.42,10.6,154.93,49,Male,4,0,Medium,0,0,0.0764583650639677
O100941,C10470,P235474,Electronics,842.07,0.0,1,UPI,2025-05-26,2025-05-30,Central,No,Not Returned,842.07,9.93,91.12,68,Male,4,0,Medium,0,0,0.08162204494504528
O100944,C11353,P202099,Electronics,138.5,0.2,2,Credit Card,2023-10-25,2023-10-31,South,No,Not Returned,221.6,8.8,17.79,30,Male,6,0,Low,0,0,0.07247142644687886
O100955,C15467,P245382,Electronics,233.21,0.0,1,Wallet,2024-02-22,2024-02-29,East,No,Not Returned,233.21,8.58,19.41,42,Male,7,0,Low,0,0,0.07784523056979778
O100982,C17714,P220193,Home,395.44,0.0,1,Credit Card,2024-05-20,2024-05-23,North,No,Not Returned,395.44,10.15,100.57,27,Male,3,0,Low,0,0,0.07312258043332259
O101004,C12193,P237079,Electronics,313.33,0.05,2,PayPal,2024-12-15,2024-12-19,North,No,Not Returned,595.33,9.91,61.53,61,Male,4,0,Low,0,0,0.07615296692141067
O101006,C15358,P235504,Electronics,485.64,0.0,1,Debit Card,2023-10-04,2023-10-07,North,No,Not Returned,485.64,9.76,48.52,41,Male,3,0,Low,0,0,0.07781993439798358
O101013,C13925,P209176,Sports,92.22,0.05,1,Credit Card,2025-09-05,2025-09-12,South,Yes,No longer needed,87.61,9.28,17.0,36,Female,7,1,Low,0,0,0.0804705943441741
O101016,C14784,P237269,Home,209.34,0.0,1,Credit Card,2025-01-19,2025-01-27,East,No,Not Returned,209.34,10.0,48.62,26,Male,8,0,Low,0,0,0.08752068046044342
O101021,C17266,P232850,Electronics,774.77,0.0,1,Credit Card,2025-03-14,2025-03-19,South,No,Not Returned,774.77,10.5,82.47,65,Male,5,0,Medium,0,0,0.08891207820330674
O101028,C12000,P212812,Electronics,807.58,0.05,1,Credit Card,2024-03-01,2024-03-05,Central,No,Not Returned,767.2,9.79,82.27,31,Female,4,0,Medium,0,0,0.08015559723154729
O101033,C11460,P249356,Electronics,435.47,0.15,1,PayPal,2024-04-03,2024-04-07,South,Yes,Defective,370.15,9.19,35.23,39,Male,4,1,Low,0,0,0.07399170658820678
O101034,C17190,P245952,Electronics,284.08,0.0,4,PayPal,2025-07-01,2025-07-06,North,Yes,Not as described,1136.32,11.56,124.8,65,Female,5,1,Low,0,0,0.08388453677721283
O101044,C16600,P237965,Electronics,788.18,0.1,1,UPI,2024-05-05,2024-05-09,West,No,Not Returned,709.36,10.87,74.25,26,Male,4,0,Medium,0,0,0.08878724586323147
O101083,C13278,P246546,Electronics,601.81,0.0,1,PayPal,2023-12-10,2023-12-13,North,No,Not Returned,601.81,9.45,62.77,46,Other,3,0,Medium,0,0,0.0754798032433231
O101087,C14673,P249577,Electronics,125.99,0.0,1,Credit Card,2025-08-22,2025-08-28,East,No,Not Returned,125.99,8.21,6.91,63,Female,6,0,Low,0,0,0.0727954648202433
O101092,C17871,P215963,Electronics,344.21,0.05,3,Credit Card,2024-05-10,2024-05-16,West,No,Not Returned,981.0,10.76,106.96,19,Female,6,0,Low,0,0,0.08218980849881598
O101102,C14542,P216531,Electronics,274.63,0.05,1,Credit Card,2025-03-05,2025-03-12,East,No,Not Returned,260.9,9.55,21.76,65,Female,7,0,Low,0,0,0.0849386842208045
O101113,C13177,P244688,Electronics,163.45,0.05,3,Credit Card,2023-11-14,2023-11-18,South,No,Not Returned,465.83,10.54,45.36,68,Male,4,0,Low,0,0,0.08072707463523114
O101121,C13472,P211557,Electronics,381.16,0.0,1,Debit Card,2025-06-05,2025-06-10,South,No,Not Returned,381.16,8.96,36.78,58,Male,5,0,Low,0,0,0.07622584241993836
O101122,C15449,P238648,Electronics,432.25,0.0,1,Credit Card,2025-03-05,2025-03-12,East,No,Not Returned,432.25,8.52,43.35,53,Male,7,0,Low,0,0,0.07743307149704129
O101134,C13818,P245491,Electronics,217.87,0.05,1,UPI,2024-10-09,2024-10-16,South,No,Not Returned,206.98,8.88,15.96,23,Female,7,0,Low,0,0,0.07942185299090658
O101142,C17350,P207860,Electronics,400.95,0.0,1,Debit Card,2025-08-26,2025-08-31,East,No,Not Returned,400.95,8.94,39.17,55,Female,5,0,Low,0,0,0.07607945141735806
O101147,C16031,P225406,Electronics,973.01,0.15,1,Debit Card,2025-05-27,2025-06-02,East,No,Not Returned,827.06,11.02,88.23,60,Male,6,0,Medium,0,0,0.0956725893818261
O101161,C14156,P211170,Electronics,459.03,0.0,1,Credit Card,2023-10-17,2023-10-22,South,No,Not Returned,459.03,9.99,45.09,35,Female,5,0,Low,0,0,0.08446140743554119
O101167,C15585,P236108,Electronics,377.05,0.0,1,Credit Card,2025-08-20,2025-08-24,Central,No,Not Returned,377.05,8.73,36.52,69,Female,4,0,Low,0,0,0.07230468770204897
O101173,C16981,P245437,Fashion,112.34,0.0,1,Credit Card,2025-01-07,2025-01-12,North,No,Not Returned,112.34,9.17,30.15,56,Female,5,0,Low,0,0,0.07463155560164654
O101187,C12296,P217499,Home,195.83,0.1,1,PayPal,2025-09-06,2025-09-11,North,No,Not Returned,176.25,9.66,39.69,50,Male,5,0,Low,0,0,0.07655430006902206
O101191,C12286,P227700,Home,329.65,0.0,2,Credit Card,2025-04-19,2025-04-24,South,No,Not Returned,659.3,10.96,173.64,62,Male,5,0,Low,0,0,0.07384048356102313
O101193,C16493,P201658,Electronics,448.48,0.05,1,Debit Card,2024-02-20,2024-02-24,South,Yes,Defective,426.06,9.85,41.28,25,Female,4,1,Low,0,0,0.08026308502741637
O101194,C14202,P242836,Home,74.22,0.0,1,Debit Card,2024-06-01,2024-06-07,East,No,Not Returned,74.22,8.56,12.22,21,Female,6,0,Low,0,0,0.07396072460171745
O101212,C10525,P216888,Home,197.45,0.0,1,Debit Card,2025-07-25,2025-08-01,South,No,Not Returned,197.45,9.0,46.29,27,Male,7,0,Low,0,0,0.07718295097987253
O101213,C14569,P245258,Electronics,855.68,0.0,1,COD,2024-11-22,2024-11-26,West,No,Not Returned,855.68,11.07,91.61,55,Male,4,0,Medium,0,1,0.08193345194463678
O101238,C15311,P202316,Sports,288.17,0.1,2,Credit Card,2025-05-19,2025-05-25,East,No,Not Returned,518.71,12.43,143.18,20,Male,6,0,Low,0,0,0.08926969274675406
O101246,C15350,P235751,Electronics,422.69,0.0,1,COD,2024-05-15,2024-05-20,East,No,Not Returned,422.69,10.0,40.72,61,Female,5,0,Low,0,1,0.07576564735355935
O101249,C10125,P247457,Electronics,495.45,0.0,5,Wallet,2024-11-06,2024-11-12,East,No,Not Returned,2477.25,12.02,285.25,61,Female,6,0,Low,0,0,0.07297165862244812
O101250,C16955,P246875,Electronics,551.81,0.0,1,Credit Card,2025-08-12,2025-08-18,East,No,Not Returned,551.81,10.4,55.82,50,Male,6,0,Medium,0,0,0.09059234174972502
O101253,C13596,P245890,Electronics,536.06,0.0,1,PayPal,2023-10-22,2023-10-27,West,No,Not Returned,536.06,9.55,54.78,21,Male,5,0,Medium,0,0,0.08087776591053669
O101268,C17943,P242557,Toys,34.29,0.0,2,PayPal,2023-12-21,2023-12-25,North,No,Not Returned,68.58,9.56,17.87,34,Other,4,0,Low,0,0,0.07560550867795764
O101270,C17536,P203139,Electronics,244.72,0.0,2,PayPal,2025-07-03,2025-07-07,West,No,Not Returned,489.44,11.0,47.73,56,Female,4,0,Low,0,0,0.08645277825546901
O101298,C16986,P230158,Home,240.43,0.0,1,UPI,2024-07-26,2024-08-04,West,No,Not Returned,240.43,10.46,56.86,19,Male,9,0,Low,0,0,0.09356359356595984
O101300,C17997,P247401,Electronics,136.1,0.0,4,Credit Card,2024-12-03,2024-12-10,East,No,Not Returned,544.4,9.15,56.18,69,Female,7,0,Low,0,0,0.0761888393783611
O101301,C12397,P212992,Electronics,558.98,0.05,1,UPI,2024-04-30,2024-05-05,South,No,Not Returned,531.03,9.01,54.71,21,Female,5,0,Medium,0,0,0.07615465133174062
O101308,C10242,P227574,Electronics,605.17,0.05,1,UPI,2024-10-04,2024-10-08,West,No,Not Returned,574.91,10.7,58.29,55,Female,4,0,Medium,0,0,0.08748244196772587
O101313,C10919,P219703,Electronics,354.2,0.3,2,PayPal,2024-02-13,2024-02-19,West,No,Not Returned,495.88,10.55,48.96,31,Female,6,0,Low,1,0,0.08337488576711694
O101334,C15511,P216312,Electronics,341.85,0.15,1,Credit Card,2025-06-13,2025-06-17,Central,No,Not Returned,290.57,11.51,23.36,61,Female,4,0,Low,0,0,0.09282947245624815
O101336,C15554,P214338,Electronics,565.04,0.0,1,UPI,2025-02-10,2025-02-14,North,No,Not Returned,565.04,9.48,58.32,26,Female,4,0,Medium,0,0,0.07798059102275212
